,Labels,Predictions,Date
0,1.0,0.04907321184873581,2022-07-18
1,1.0,0.06766325980424881,2022-07-15
2,1.0,0.06905682384967804,2022-07-14
3,1.0,0.06486665457487106,2022-07-13
4,1.0,0.061386168003082275,2022-07-12
5,0.0,0.06379231065511703,2022-07-11
6,0.0,0.0716925710439682,2022-07-08
7,0.0,0.06408979743719101,2022-07-07
8,0.0,0.06839390099048615,2022-07-06
9,0.0,0.0802840068936348,2022-07-05
10,1.0,0.059806033968925476,2022-07-01
11,1.0,0.05877500772476196,2022-06-30
12,1.0,0.05419463664293289,2022-06-29
13,1.0,0.057409051805734634,2022-06-28
14,0.0,0.06584024429321289,2022-06-27
15,0.0,0.06449893862009048,2022-06-24
16,0.0,0.05266856774687767,2022-06-23
17,1.0,0.07070933282375336,2022-06-22
18,1.0,0.04335379600524902,2022-06-21
19,1.0,0.05418118089437485,2022-06-17
20,1.0,0.07656935602426529,2022-06-16
21,1.0,0.07096099108457565,2022-06-15
22,1.0,0.07057121396064758,2022-06-14
23,1.0,0.06277052313089371,2022-06-13
24,0.0,0.06456006318330765,2022-06-10
25,0.0,0.06066366657614708,2022-06-09
26,0.0,0.06736084818840027,2022-06-08
27,0.0,0.06429685652256012,2022-06-07
28,0.0,0.06725137680768967,2022-06-06
29,0.0,0.0671115592122078,2022-06-03
30,0.0,0.05867694690823555,2022-06-02
31,1.0,0.053753580898046494,2022-06-01
32,1.0,0.06194084510207176,2022-05-31
33,0.0,0.04870765656232834,2022-05-27
34,1.0,0.05994878336787224,2022-05-26
35,1.0,0.07736963778734207,2022-05-25
36,1.0,0.06331188976764679,2022-05-24
37,1.0,0.08577249199151993,2022-05-23
38,1.0,0.05132029950618744,2022-05-20
39,1.0,0.07658855617046356,2022-05-19
40,1.0,0.0689777284860611,2022-05-18
41,0.0,0.052576661109924316,2022-05-17
42,0.0,0.06852412968873978,2022-05-16
43,0.0,0.06052684038877487,2022-05-13
44,0.0,0.042584117501974106,2022-05-12
45,0.0,0.0679020807147026,2022-05-11
46,1.0,0.06318628042936325,2022-05-10
47,1.0,0.04936911165714264,2022-05-09
48,0.0,0.05753251165151596,2022-05-06
49,0.0,0.05518456548452377,2022-05-05
50,0.0,0.05879417806863785,2022-05-04
51,0.0,0.054545436054468155,2022-05-03
52,0.0,0.05112482234835625,2022-05-02
53,0.0,0.054030273109674454,2022-04-29
54,0.0,0.057028353214263916,2022-04-28
55,1.0,0.036019809544086456,2022-04-27
56,1.0,0.05651504546403885,2022-04-26
57,0.0,0.07187925279140472,2022-04-25
58,0.0,0.05621005594730377,2022-04-22
59,0.0,0.0566694475710392,2022-04-21
60,0.0,0.054687704890966415,2022-04-20
61,0.0,0.06529586762189865,2022-04-19
62,0.0,0.06579657644033432,2022-04-18
63,0.0,0.059068091213703156,2022-04-14
64,0.0,0.06668355315923691,2022-04-13
65,1.0,0.07615146785974503,2022-04-12
66,1.0,0.069331593811512,2022-04-11
67,0.0,0.06454883515834808,2022-04-08
68,0.0,0.07791285961866379,2022-04-07
69,0.0,0.054846618324518204,2022-04-06
70,0.0,0.05205493047833443,2022-04-05
71,0.0,0.06559748947620392,2022-04-04
72,0.0,0.08608899265527725,2022-04-01
73,0.0,0.06029248237609863,2022-03-31
74,0.0,0.06467349827289581,2022-03-30
75,0.0,0.06845926493406296,2022-03-29
76,1.0,0.07574957609176636,2022-03-28
77,1.0,0.04836762323975563,2022-03-25
78,1.0,0.08094612509012222,2022-03-24
79,1.0,0.058001309633255005,2022-03-23
80,1.0,0.06023978441953659,2022-03-22
81,1.0,0.04733380302786827,2022-03-21
82,1.0,0.05400892347097397,2022-03-18
83,1.0,0.06282954663038254,2022-03-17
84,1.0,0.08205022662878036,2022-03-16
85,1.0,0.05769690126180649,2022-03-15
86,1.0,0.05070685222744942,2022-03-14
87,1.0,0.06238144263625145,2022-03-11
88,1.0,0.06747037917375565,2022-03-10
89,1.0,0.06815432012081146,2022-03-09
90,1.0,0.07358603924512863,2022-03-08
91,0.0,0.05745289474725723,2022-03-07
92,0.0,0.04393541067838669,2022-03-04
93,0.0,0.03171031177043915,2022-03-03
94,0.0,0.042478594928979874,2022-03-02
95,0.0,0.03665057197213173,2022-03-01
96,0.0,0.07131855934858322,2022-02-28
97,0.0,0.028480064123868942,2022-02-25
98,1.0,0.02996446006000042,2022-02-24
99,1.0,0.014568154700100422,2022-02-23
100,1.0,0.0278149526566267,2022-02-22
101,1.0,0.1018863394856453,2022-02-18
102,1.0,0.10074096918106079,2022-02-17
103,0.0,0.02340884320437908,2022-02-16
