Labels,Predictions
0.0,0.7291191667194353
1.0,0.30517786560022087
1.0,0.7701071953993744
0.0,0.26511500513258246
1.0,0.6455880864334875
0.0,0.6966574361084323
0.0,0.22279069041222277
0.0,0.37904463163931
0.0,0.670638509218307
1.0,0.7027722086166748
1.0,0.4474473079745064
0.0,0.7955990651127219
1.0,0.15270495983006305
1.0,0.826986006452652
1.0,0.7018374404804765
0.0,0.2583172555738079
0.0,0.9344401993224728
0.0,0.20891366769487707
0.0,0.13582387016520325
0.0,0.09231044485203355
0.0,0.6146994880536478
0.0,0.94822476932068
0.0,0.7792058440546642
0.0,0.7069887045664477
0.0,0.5629583190909829
0.0,0.3365684712315854
0.0,0.7527738602029997
0.0,0.08015866042739395
0.0,0.5003452133411711
0.0,0.8823743051310566
0.0,0.9820355284374626
0.0,0.09964350795531296
0.0,0.1079592500367682
0.0,0.12588000109516229
1.0,0.001388671778700945
0.0,0.5395024162677668
0.0,0.046574102207656454
0.0,0.02403163856367141
1.0,0.49236610671020886
0.0,0.6643091149388858
1.0,0.6607031392666775
1.0,0.6832486247013427
1.0,0.41282704942149173
0.0,0.8024420335013348
0.0,0.18755407780820865
0.0,0.06413877038340221
1.0,0.12303397576382391
0.0,0.1677622232733923
0.0,0.6473852265070532
1.0,0.5634912025760943
1.0,0.8548432983935174
1.0,0.9863821308876036
1.0,0.4857985653831822
1.0,0.6046970367192404
1.0,0.8066440629092929
1.0,0.07874464982347507
1.0,0.11859114486896072
1.0,0.5505388525326951
0.0,0.27302516140773636
1.0,0.3851674440845597
1.0,0.2769802836528149
1.0,0.9311742767240442
0.0,0.33724767780597276
1.0,0.7656463639656642
1.0,0.9444618825060588
1.0,0.9534913386119679
1.0,0.8882255508614465
0.0,0.04945465980851682
0.0,0.6566217478411701
0.0,0.3379700687143997
1.0,0.23793886050483115
0.0,0.19073360902941117
1.0,0.04290118795465825
1.0,0.885624359856096
0.0,0.19557836107027826
1.0,0.9200343400987104
1.0,0.18732307022061123
1.0,0.8341193755489712
1.0,0.656241295554958
0.0,0.7267530542474473
1.0,0.41847894198455804
1.0,0.4192433059017837
0.0,0.07547357813480038
1.0,0.9594756784458721
0.0,0.028353120907226526
0.0,0.4427928556648232
1.0,0.058291517084939404
1.0,0.10102243805061173
1.0,0.9063786353430171
0.0,0.32007992981206645
0.0,0.8804420236407576
0.0,0.8923576732586194
1.0,0.27848029466061264
0.0,0.6025772693941296
0.0,0.6791290982189904
1.0,0.7160831833198811
0.0,0.9997044668722683
1.0,0.1435519889473098
0.0,0.6582864706401653
0.0,0.16484959700320512
1.0,0.2868712695499248
0.0,0.2984227239902949
0.0,0.7811690628234044
0.0,0.65631229675367
0.0,0.6679243084028554
1.0,0.20408640235718567
1.0,0.5282221706735294
1.0,0.8314281632057033
1.0,0.7118712829787125
0.0,0.36594445188031555
0.0,0.13604430624264352
1.0,0.3175235871044103
0.0,0.24164697742797114
0.0,0.3632638180984479
0.0,0.22357060707579546
0.0,0.9675264928933108
0.0,0.3975532417307993
0.0,0.19316540355147038
1.0,0.41104925875620746
1.0,0.37402782683731917
0.0,0.01683240130729513
0.0,0.09657443239381658
0.0,0.2980692135696231
0.0,0.8321365220328591
0.0,0.7849496031089029
1.0,0.13132310826634364
1.0,0.09775398984270889
1.0,0.6843697692492311
0.0,0.08012314201172
1.0,0.3133356209508136
1.0,0.7906795429807225
1.0,0.2526203120517124
0.0,0.16337560098427029
0.0,0.7498095497923499
0.0,0.5911467489662818
0.0,0.7768987634835863
0.0,0.6190063873563817
1.0,0.39530280744307855
0.0,0.7907958786183615
1.0,0.10476144287827582
0.0,0.48533559284939176
1.0,0.19968896459094942
0.0,0.42457182842918006
1.0,0.5141247120584449
1.0,0.9150271144472245
1.0,0.8777029225437021
1.0,0.6728029183520646
0.0,0.08351271869360188
0.0,0.6239533303139589
1.0,0.22653542868998489
0.0,0.48801393261940895
0.0,0.6646637645517162
0.0,0.20936683793234157
0.0,0.30091315679112707
1.0,0.8514678236677812
0.0,0.529477563764406
1.0,0.13723349398959872
0.0,0.6308551689672708
1.0,0.7235357843486769
0.0,0.022383577751496353
0.0,0.05308221253069956
0.0,0.019814798377949305
0.0,0.8906627463859605
1.0,0.886201503781366
0.0,0.9028434576355626
0.0,0.7679945287630876
0.0,0.15332284159354748
0.0,0.36304767463871734
0.0,0.9015788052534675
0.0,0.10615716510046702
1.0,0.04492416513286557
0.0,0.4361675298464913
0.0,0.9768226939247651
0.0,0.3123555763360314
1.0,0.11357025210569383
0.0,0.8394924539498524
0.0,0.2708248966350514
0.0,0.8292395857340614
0.0,0.3688691734298073
1.0,0.6029856408511246
1.0,0.9372942082015612
0.0,0.6890403075542053
0.0,0.23175633191743394
0.0,0.5724486574579444
0.0,0.1216102175543704
1.0,0.7750050824270928
0.0,0.1529435166578993
1.0,0.7974670480347581
0.0,0.6539393148025164
1.0,0.41850922245972266
1.0,0.7252486590512287
1.0,0.026098209394429084
1.0,0.7194347925833421
1.0,0.6012608683201133
1.0,0.9855509539249463
1.0,0.1274192911733728
1.0,0.6226308284649342
0.0,0.7630248041627289
1.0,0.06508134209086669
0.0,0.6744691579644667
1.0,0.5251309371035771
0.0,0.6079407515931693
0.0,0.5058808329423801
0.0,0.047290154157661024
1.0,0.4830483045893802
0.0,0.16991049883409715
0.0,0.07457558897962668
0.0,0.5928274155007737
1.0,0.0007783973139848799
0.0,0.5216474064528552
1.0,0.8385388630430096
0.0,0.48131110168614866
1.0,0.580773011486573
1.0,0.641410172075592
1.0,0.586534165419684
0.0,0.1317024450505364
1.0,0.3166634301704233
1.0,0.2947321038288856
1.0,0.3632999587897352
1.0,0.5120164839933307
1.0,0.6927461028982956
0.0,0.536994596817545
1.0,0.47064190726771116
1.0,0.1163650001587534
0.0,0.9435338280342054
0.0,0.26344821710102884
0.0,0.5554787649005702
0.0,0.19011178288377506
1.0,0.1649281788021505
0.0,0.457780359313396
0.0,0.7770222517548311
0.0,0.590670765405573
1.0,0.041295916702244084
1.0,0.8941700230463886
1.0,0.1786770147556821
1.0,0.6476380809592253
0.0,0.1449610867235004
0.0,0.6506644005081208
0.0,0.9085085797460213
0.0,0.24709546262854187
0.0,0.7443599898603699
0.0,0.5014197038562587
1.0,0.17171883124082177
0.0,0.9084443106397547
1.0,0.4076265134895778
1.0,0.09384299177052657
1.0,0.49941591761608517
0.0,0.16088045795856332
1.0,0.618153004792152
0.0,0.786427582623189
1.0,0.08952322168514593
1.0,0.8780697799519491
1.0,0.5390239074784994
1.0,0.7561206907651559
0.0,0.9026498500993609
0.0,0.057065480707445326
1.0,0.991200402704817
0.0,0.7097333433121802
1.0,0.07732231673588374
1.0,0.7898158666920508
0.0,0.05852148857622663
0.0,0.5191868336470834
0.0,0.6839431735483061
1.0,0.5784162678726461
1.0,0.6601844043076087
1.0,0.05358057017487072
0.0,0.5685579329379826
0.0,0.28237408238094286
0.0,0.464993126293043
0.0,0.2951187365347532
0.0,0.11129563041253099
1.0,0.7142977309974925
1.0,0.9206128773862611
1.0,0.37772743397998143
0.0,0.8444831285151169
0.0,0.39535535267401734
0.0,0.7957443232632224
1.0,0.9991072657750018
0.0,0.5232056487258154
0.0,0.15118544969656122
1.0,0.3910718979659714
1.0,0.718901210726761
0.0,0.8193464529242066
0.0,0.42211150897339567
1.0,0.8231085661782364
1.0,0.3653668555378572
0.0,0.5097402677933273
1.0,0.43524926116564133
1.0,0.4340275254793675
0.0,0.9508492346108045
1.0,0.5924588067519985
1.0,0.5009677424199804
1.0,0.8159990218927271
1.0,0.39711369269760766
0.0,0.03435989770361558
0.0,0.4463988338726135
1.0,0.5586561683320826
0.0,0.8259271555821298
0.0,0.32414443400773396
1.0,0.16655916235109391
1.0,0.6356476098328463
1.0,0.6135882058938555
1.0,0.21982865608945423
1.0,0.6432423140892644
0.0,0.18584186909625222
0.0,0.523344165307135
1.0,0.8181433055550361
1.0,0.6473728120621732
1.0,0.6257657114384088
1.0,0.5448262562896447
1.0,0.5774544047851441
1.0,0.8369288434875541
0.0,0.0364961519146324
1.0,0.5942455871826664
0.0,0.8427374270605849
0.0,0.24210623975712386
1.0,0.371324987167426
0.0,0.7315177913691192
0.0,0.5089777383992238
0.0,0.326347055548194
0.0,0.7242025449859937
1.0,0.3195345993716239
1.0,0.9922414684308243
1.0,0.7240545167771588
1.0,0.9126817637125472
1.0,0.4190993991359738
0.0,0.6220102637530733
1.0,0.78439702144618
1.0,0.0463446054394514
0.0,0.05642042971437866
1.0,0.4862503016106632
1.0,0.20178001200223938
1.0,0.266245117694069
1.0,0.2565286638034229
1.0,0.6891985524796753
0.0,0.2582031232572768
0.0,0.6370700976729557
1.0,0.5636801627207498
0.0,0.4957424636487672
1.0,0.7436340447424016
0.0,0.07153194738490976
0.0,0.4749857827954298
0.0,0.04973617247081119
1.0,0.7462325182480196
1.0,0.6201193522038356
0.0,0.9933973278801791
0.0,0.10670963298833192
1.0,0.6807370833567294
0.0,0.572129619991737
1.0,0.0022409834758412295
1.0,0.978545164029842
1.0,0.031047418761164014
1.0,0.41867017832338205
1.0,0.4154980822564761
1.0,0.37851927121808526
0.0,0.337475360592025
0.0,0.7890083740913384
0.0,0.9391767435150343
0.0,0.4090765412480927
1.0,0.31132343000821827
1.0,0.5276380298398997
0.0,0.4249477195117797
0.0,0.6691752923274978
0.0,0.7983819404052637
1.0,0.6762550540425526
0.0,0.9690892888575813
1.0,0.1413995785207588
1.0,0.4501584713048311
1.0,0.8191146818837679
1.0,0.33084171813236996
0.0,0.33110281951194265
0.0,0.4772521360819004
1.0,0.14668831564687268
1.0,0.5522739984444689
0.0,0.34937415160636076
1.0,0.8958664689101106
0.0,0.9407580996570029
1.0,0.12168305504756316
0.0,0.7743819161353471
1.0,0.5829517188972183
0.0,0.706674724992633
1.0,0.055679053552441626
0.0,0.409377904460574
1.0,0.9914610988298752
0.0,0.2775613242171905
1.0,0.5468013346928859
0.0,0.7632750101674639
0.0,0.7858634196767076
0.0,0.17710451305037145
1.0,0.24398269224223412
0.0,0.3773355332844299
0.0,0.18953042662860553
1.0,0.02989847916110544
0.0,0.7921632511117416
0.0,0.02409677198449378
0.0,0.5772545336977548
0.0,0.18521993767528755
0.0,0.27830584786534696
1.0,0.0018989229519419393
0.0,0.3146500729316596
0.0,0.7532173771093322
0.0,0.21120336835927267
0.0,0.5170937957265022
0.0,0.9372159463950893
1.0,0.34322556367312695
0.0,0.210217162004818
0.0,0.20168765945655243
0.0,0.09573889992664553
1.0,0.08147053604231491
0.0,0.08108056135182418
0.0,0.35169402127626037
0.0,0.5193954676587168
0.0,0.07237599355885571
1.0,0.4061019388993884
1.0,0.5880796544023194
1.0,0.40226701326376935
0.0,0.16445988290078672
1.0,0.9757731497605305
0.0,0.9478449470303862
1.0,0.92058426548008
1.0,0.7769939379611975
0.0,0.0028254356138960324
1.0,0.24119733233880258
0.0,0.28140491629089504
0.0,0.78898782410768
0.0,0.7199374366745394
1.0,0.8448634453913885
1.0,0.31176727042114116
0.0,0.6023155348059814
1.0,0.3863163318568045
0.0,0.37792700060432693
1.0,0.6636628370287738
0.0,0.34529615482576237
1.0,0.4010992753652084
1.0,0.38587013649466206
1.0,0.02678892746084527
0.0,0.9930722022653122
1.0,0.22437695439552885
0.0,0.6388704798157012
1.0,0.07463069623994767
0.0,0.976752237398641
1.0,0.6653279033780146
0.0,0.26741020125893333
0.0,0.9995038314900849
0.0,0.23472830215117113
1.0,0.4445730496607073
0.0,0.847291157184347
1.0,0.26913409753685646
0.0,0.9033970010223629
1.0,0.9436774339230452
1.0,0.9385719916316738
1.0,0.8953352587737978
1.0,0.8032709338361358
1.0,0.768405757014945
1.0,0.08194057057095105
0.0,0.9233408729775894
0.0,0.7560379991160776
1.0,0.4703475835720403
0.0,0.6992769210705446
1.0,0.6396304629777051
0.0,0.6314612542709749
1.0,0.6014982880445775
0.0,0.06459922994120515
1.0,0.9301626188887188
0.0,0.4951944660374461
1.0,0.1388313476650973
0.0,0.3200340837880903
0.0,0.855912745955473
1.0,0.5106552582558019
0.0,0.3128495112494669
0.0,0.5838804135013268
0.0,0.9413681673463966
1.0,0.4983724673474733
0.0,0.7353666604774701
1.0,0.857434098319955
0.0,0.5274989479715312
1.0,0.17198377899025308
0.0,0.058436609317205845
1.0,0.010577540666023233
0.0,0.9004283258580829
1.0,0.5241080658153443
1.0,0.10069954170097684
1.0,0.47940255180743896
1.0,0.5432943004244793
1.0,0.8356271540018063
1.0,0.3113221448829485
1.0,0.3478703959203999
1.0,0.4798599028325683
0.0,0.8408615682593846
0.0,0.9409648109426149
0.0,0.850233836279151
1.0,0.052766898596875
0.0,0.6668682821604932
1.0,0.5884379781552641
1.0,0.3764799303436206
1.0,0.7670655536116231
0.0,0.6588870456980677
1.0,0.38448955276961705
1.0,0.3394507973905828
0.0,0.5781007563009025
0.0,0.8848138231663274
1.0,0.692074801668112
1.0,0.670211683544682
1.0,0.35698294677589826
1.0,0.6394641272909496
1.0,0.6557378202208973
1.0,0.3460660018395696
0.0,0.8858698409375598
0.0,0.38023133229902495
1.0,0.20990696246875407
0.0,0.15619042935199123
1.0,0.9392281038476451
1.0,0.08462660280181955
0.0,0.0354863878198326
1.0,0.5888234042899001
0.0,0.7086376914584708
0.0,0.029767857847600054
0.0,0.09660402674498969
1.0,0.9865877801590737
1.0,0.23019464054172967
1.0,0.5505825360802621
1.0,0.8809420199324183
1.0,0.7641423237337028
1.0,0.7356736171761035
1.0,0.8136201816568338
1.0,0.7126247410891396
0.0,0.41673424738622744
0.0,0.47476181382890537
1.0,0.8507504310497118
1.0,0.8461049431545831
